1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,Credit Earned,CGPA,registered_program,target_dept
BBA-1,CS-2,MIC-3,5,5,ban,Dhaka,Dhaka,120.00,2.37,MIC,MNS
MIC-1,PHR-2,ARC-3,5,5,ban,Dhaka,Dhaka,15.00,2.24,MIC,MNS
PHR-1,BIO-2,ECE-3,5,5,ban,Dhaka,Dhaka,51.00,2.6,MIC,MNS
MIC-1,PHR-2,BIO-3,5,5,ban,Dhaka,Dhaka,69.00,2.03,MIC,MNS
PHR-1,MIC-2,BIO-3,5,4.6,ban,Jessore,Dhaka,135.00,2.25,MIC,MNS
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,15.00,3.42,MIC,MNS
ARC-1,PHR-2,MIC-3,5,4.9,ban,Rajshahi,Rajshahi,9.00,2.72,MIC,MNS
MIC-1,ARC-2,BBA-3,5,4.7,ban,Comilla,Comilla,15.00,2.39,MIC,MNS
MIC-1,BIO-2,CSE-3,5,4.7,ban,Dhaka,Dhaka,36.00,2.48,MIC,MNS
CSE-1,PHR-2,MIC-3,5,4.1,ban,Comilla,Comilla,130.00,2.56,MIC,MNS
MIC-1,PHR-2,BIO-3,5,5,eng,,,133.00,3.35,MIC,MNS
CSE-1,EEE-2,MIC-3,5,5,ban,Dhaka,Dhaka,66.00,3.06,MIC,MNS
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,27.00,2.01,MIC,MNS
PHR-1,MIC-2,ENG-3,4.94,5,ban,Dhaka,Dhaka,48.00,2.39,MIC,MNS
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,15.00,2.42,MIC,MNS
ARC-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,66.00,2.05,MIC,MNS
CSE-1,ARC-2,MIC-3,5,5,ban,Dhaka,Dhaka,78.00,3.64,MIC,MNS
PHR-1,LLB-2,ECE-3,5,5,ban,Dhaka,Dhaka,48.00,3.47,MIC,MNS
MIC-1,PHR-2,BIO-3,5,5,ban,Dhaka,Dhaka,121.00,2.9,MIC,MNS
ARC-1,MIC-2,BIO-3,4.94,5,ban,Dhaka,Dhaka,18.00,2.36,MIC,MNS
CSE-1,ECE-2,MIC-3,4.75,4.9,ban,Dhaka,Dhaka,123.00,2.98,MIC,MNS
MIC-1,PHR-2,BIO-3,5,5,ban,Dhaka,Dhaka,63.00,2.74,MIC,MNS
MIC-1,PHR-2,ENG-3,5,4.6,ban,Dhaka,Dhaka,12.00,3,MIC,MNS
PHR-1,CSE-2,ENG-3,5,5,ban,Rajshahi,Rajshahi,15.00,2.91,MIC,MNS
CSE-1,EEE-2,PHR-3,4.94,4.4,ban,Dinajpur,Dinajpur,15.00,2.47,MIC,MNS
PHR-1,MIC-2,ENG-3,4.5,4.1,ban,Dhaka,Dhaka,15.00,2.62,MIC,MNS
EEE-1,CSE-2,MIC-3,5,5,ban,Rajshahi,Comilla,21.00,2.15,MIC,MNS
MIC-1,PHR-2,ENG-3,5,5,ban,Dhaka,Dhaka,69.00,2.09,MIC,MNS
MIC-1,BIO-2,BBA-3,5,5,ban,Dhaka,Dhaka,9.00,2.53,MIC,MNS
MIC-1,BIO-2,ARC-3,5,5,ban,Dhaka,Dhaka,159.00,2.18,MIC,MNS
MIC-1,CSE-2,BIO-3,5,5,ban,Jessore,Jessore,9.00,3.17,MIC,MNS
BIO-1,MIC-2,LLB-3,4.69,4.5,ban,Dhaka,Dhaka,37.50,2.6,MIC,MNS
CSE-1,MIC-2,EEE-3,5,,ban,Dhaka,Dhaka,42.00,3.14,MIC,MNS
BIO-1,MIC-2,ECE-3,4.75,4.9,ban,Dinajpur,Dhaka,45.00,3.43,MIC,MNS
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,36.00,3.94,MIC,MNS
MIC-1,EEE-2,CSE-3,5,4.9,ban,Dhaka,Dhaka,78.00,3.68,MIC,MNS
MIC-1,BIO-2,,4.6,4.5,eng,,,136.00,3.62,MIC,MNS
MIC-1,BIO-2,PHR-3,5,5,eng,,,130.00,3.01,MIC,MNS
MIC-1,PHR-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,117.00,2,MIC,MNS
CS-1,BBA-2,PHR-3,4.63,4.42,ban,Dhaka,Dhaka,60.00,3.78,MIC,MNS
PHR-1,ARC-2,MIC-3,5,4.42,ban,Dhaka,Dhaka,130.00,2.03,MIC,MNS
MIC-1,BIO-2,ANT-3,5,5,ban,Dhaka,Dhaka,12.00,2.49,MIC,MNS
PHR-1,CSE-2,LLB-3,5,5,ban,Dinajpur,Dinajpur,68.50,3.05,MIC,MNS
MIC-1,BIO-2,PHR-3,4.94,4.3,ban,Dhaka,Dhaka,91.00,2.85,MIC,MNS
MIC-1,BIO-2,CSE-3,5,5,ban,Dhaka,Dhaka,84.00,2.19,MIC,MNS
PHR-1,CSE-2,BIO-3,5,4.58,ban,Dhaka,Dhaka,15.00,3.9,MIC,MNS
MIC-1,BIO-2,ARC-3,5,5,ban,Dhaka,Dhaka,129.00,3.92,MIC,MNS
CSE-1,PHR-2,BBA-3,5,4.6,ban,Dhaka,Dhaka,35.50,2.41,MIC,MNS
CSE-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,123.00,2.79,MIC,MNS
LLB-1,ARC-2,MIC-3,5,4.67,ban,Dhaka,Dhaka,65.00,3.24,MIC,MNS
PHR-1,MIC-2,ENG-3,5,4.75,ban,Dhaka,Dhaka,15.00,2.25,MIC,MNS
MIC-1,PHR-2,ANT-3,5,5,ban,Dhaka,Dhaka,30.00,3.22,MIC,MNS
PHR-1,CSE-2,MIC-3,5,4.75,ban,Dhaka,Dhaka,78.00,2.86,MIC,MNS
PHR-1,ENG-2,MIC-3,5,5,ban,Rajshahi,Rajshahi,108.00,2.23,MIC,MNS
MIC-1,ECO-2,ARC-3,5,5,eng,,,33.00,2.9,MIC,MNS
ARC-1,MIC-2,PHR-3,5,4.3,ban,Dhaka,Dhaka,15.00,2.26,MIC,MNS
BIO-1,MIC-2,BBA-3,5,5,eng,,,58.00,2.21,MIC,MNS
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,27.00,3.18,MIC,MNS
MIC-1,BIO-2,BBA-3,5,5,ban,,,111.00,2.6,MIC,MNS
MIC-1,BIO-2,BBA-3,5,5,ban,,,99.00,3.84,MIC,MNS
PHR-1,ENG-2,MIC-3,4.69,4.2,eng-ver,,,108.00,2.99,MIC,MNS
MIC-1,PHR-2,BIO-3,5,5,ban,,,9.00,3.53,MIC,MNS
ARC-1,MIC-2,CSE-3,4.88,4.6,ban,,,139.50,2.38,MIC,MNS
MIC-1,BBA-2,BIO-3,5,5,ban,,,24.00,2.79,MIC,MNS
MIC-1,BIO-2,BBA-3,5,4.33,ban,,,18.00,2.89,MIC,MNS
MIC-1,BIO-2,BBA-3,4.81,4.58,ban,,,137.50,2.88,MIC,MNS
LLB-1,BBA-2,ENG-3,4.5,4.8,ban,,,86.00,3.21,MIC,MNS
MIC-1,BIO-2,ENG-3,5,5,ban,,,137.00,2.92,MIC,MNS
MIC-1,BIO-2,CSE-3,5,5,eng,,,30.00,2.04,MIC,MNS
MIC-1,BIO-2,CS-3,5,,ban,Dhaka,Dhaka,120.00,3.66,MIC,MNS
ARC-1,MIC-2,ECE-3,5,,ban,Dhaka,Dhaka,97.00,2.7,MIC,MNS
MIC-1,,,2.5,2.5,eng,,,81.00,3.17,MIC,MNS
ARC-1,MIC-2,EEE-3,5,3.5,eng,,,132.00,2.16,MIC,MNS
CS-1,MIC-2,BBA-3,4.81,4.17,ban,Jessore,Jessore,90.00,3.37,MIC,MNS
PHR-1,,,4.94,4,ban,Dhaka,Dhaka,9.00,3.61,MIC,MNS
MIC-1,BIO-2,CS-3,5,5,ban,Dinajpur,Dinajpur,15.00,2.3,MIC,MNS
MIC-1,BIO-2,ARC-3,5,5,eng,,,48.00,2.84,MIC,MNS
PHR-1,EEE-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,60.00,3.97,MIC,MNS
ARC-1,MIC-2,ENG-3,5,3.5,eng,,,40.00,2.7,MIC,MNS
CSE-1,ECO-2,BBA-3,5,3.5,eng,,,124.00,3.53,MIC,MNS
CSE-1,EEE-2,MIC-3,4.88,4.67,ban,Dhaka,Dhaka,123.00,2.82,MIC,MNS
CSE-1,APE-2,MIC-3,5,4.75,ban,Dhaka,Dhaka,87.00,2.51,MIC,MNS
BIO-1,MIC-2,LLB-3,5,4.33,ban,Dhaka,Dhaka,40.00,3.56,MIC,MNS
ARC-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,60.00,2.04,MIC,MNS
MIC-1,BIO-2,CSE-3,5,4.92,ban,Dhaka,Dhaka,87.00,2.55,MIC,MNS
EEE-1,CSE-2,MIC-3,5,4.83,ban,Dhaka,Dhaka,15.00,2.49,MIC,MNS
MIC-1,BIO-2,APE-3,5,5,ban,Dhaka,Dhaka,53.50,2.19,MIC,MNS
MIC-1,CSE-2,BIO-3,5,4.75,ban,Dhaka,Dhaka,9.00,2.37,MIC,MNS
CSE-1,MIC-2,PHR-3,5,5,eng,,,48.00,2.2,MIC,MNS
MIC-1,EEE-2,BIO-3,5,5,ban,Dhaka,Dhaka,18.00,2.34,MIC,MNS
MIC-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,21.00,3.24,MIC,MNS
PHR-1,CS-2,MIC-3,5,5,ban,Dhaka,Dhaka,97.00,2.52,MIC,MNS
MIC-1,PHR-2,BIO-3,4.81,4.75,ban,Dhaka,Dhaka,87.00,2.9,MIC,MNS
MIC-1,CSE-2,EEE-3,5,5,ban,Rajshahi,Rajshahi,24.00,3.07,MIC,MNS
MIC-1,PHR-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,123.00,3.72,MIC,MNS
MIC-1,PHR-2,CSE-3,5,5,ban,Dhaka,Dhaka,81.00,2.43,MIC,MNS
CSE-1,MIC-2,ECE-3,4.75,4.42,ban,Dhaka,Dhaka,21.00,3.04,MIC,MNS
MIC-1,BIO-2,PHR-3,5,5,ban,Dhaka,Dhaka,51.00,2.56,MIC,MNS
MIC-1,CSE-2,BIO-3,5,3.9,eng,,,24.00,2.97,MIC,MNS
PHR-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,33.00,2.14,MIC,MNS
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,9.00,2.25,MIC,MNS
MIC-1,BIO-2,,5,5,ban,Dhaka,Dhaka,30.00,2.66,MIC,MNS
CSE-1,MIC-2,ARC-3,5,5,ban,Dhaka,Dhaka,48.00,2.4,MIC,MNS
PHR-1,MIC-2,ENG-3,4.69,4.42,ban,Rajshahi,Rajshahi,30.00,2.35,MIC,MNS
PHR-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,72.00,2.87,MIC,MNS
PHR-1,BIO-2,MIC-3,5,5,ban,Jessore,Dhaka,117.00,2.87,MIC,MNS
BIO-1,CSE-2,MIC-3,5,4.75,ban,Dhaka,Dhaka,75.00,2.15,MIC,MNS
PHR-1,ENG-2,MIC-3,5,4.08,ban,Rajshahi,Rajshahi,51.00,3.09,MIC,MNS
MIC-1,BBA-2,CSE-3,5,4.75,ban,Dhaka,Dhaka,169.50,2.91,MIC,MNS
MIC-1,BIO-2,BBA-3,4.38,5,ban,Comilla,Dhaka,16.00,2.93,MIC,MNS
MIC-1,BIO-2,CSE-3,5,5,eng,,,136.00,3.9,MIC,MNS
PHR-1,CSE-2,LLB-3,5,5,ban,Chittagong,Chittagong,93.00,2.65,MIC,MNS
PHR-1,ENG-2,MIC-3,5,4.92,ban,Dhaka,Dhaka,24.00,3.99,MIC,MNS
PHR-1,MIC-2,BBA-3,5,4.67,ban,Dhaka,Dhaka,90.00,2.51,MIC,MNS
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,45.00,3.18,MIC,MNS
BIO-1,MIC-2,,4.06,4.08,ban,Dhaka,Dhaka,57.00,2.22,MIC,MNS
PHR-1,CSE-2,,4.31,4.3,ban,Dhaka,Dhaka,105.00,3.72,PHR,Pharmacy
PHR-1,ECE-2,,,,ban,Dhaka,Dhaka,47.50,2.98,PHR,Pharmacy
PHR-1,CSE-2,,5,5,ban,Dhaka,Dhaka,108.00,2.36,PHR,Pharmacy
PHR-1,BBA-2,,4.31,4,ban,Dhaka,Dhaka,24.00,3.18,PHR,Pharmacy
PHR-1,BBA-2,,4.69,3.7,ban,Dhaka,Dhaka,121.00,3.73,PHR,Pharmacy
PHR-1,,,5,4.4,ban,Comilla,Comilla,21.00,2.24,PHR,Pharmacy
PHR-1,,,,,ban,,,189.50,2.57,PHR,Pharmacy
PHR-1,,,4.88,3.6,ban,Dhaka,Dhaka,93.00,2.75,PHR,Pharmacy
PHR-1,,,5,4.7,ban,Dhaka,Dhaka,15.00,2.62,PHR,Pharmacy
CSE-1,MIC-2,,5.12,5.3,ban,Dhaka,Dhaka,84.00,2.83,PHR,Pharmacy
CSE-1,ARC-2,,5,3.9,eng-ver,Dhaka,Dhaka,116.50,2.09,PHR,Pharmacy
PHR-1,MIC-2,,5,5,eng-ver,Dhaka,Dhaka,54.00,2.39,PHR,Pharmacy
PHR-1,EEE-2,,5,4.7,eng-ver,Dhaka,Dhaka,74.50,2.58,PHR,Pharmacy
PHR-1,MIC-2,,,,ban,,,18.00,2.01,PHR,Pharmacy
BIO-1,MIC-2,,,,ban,,,15.00,2.03,PHR,Pharmacy
PHR-1,BIO-2,,5,3.8,ban,Dhaka,Dhaka,94.00,3.79,PHR,Pharmacy
PHR-1,BIO-2,,5,5,ban,Dhaka,Dhaka,120.00,2.86,PHR,Pharmacy
PHR-1,BIO-2,,5,4.8,ban,Dhaka,Dhaka,26.50,2.63,PHR,Pharmacy
PHR-1,CSE-2,,5,5,ban,Dhaka,Dhaka,126.00,3.47,PHR,Pharmacy
PHR-1,BIO-2,,5,5,ban,Dhaka,Dhaka,105.00,2.46,PHR,Pharmacy
PHR-1,MIC-2,,5,5,ban,Dhaka,Dhaka,39.00,2.53,PHR,Pharmacy
PHR-1,ENG-2,,5,3.7,ban,Comilla,Comilla,36.00,2.99,PHR,Pharmacy
PHR-1,MIC-2,,5,4.9,ban,Dhaka,Dhaka,96.00,2.8,PHR,Pharmacy
MIC-1,PHR-2,,4.56,4.8,ban,Dhaka,Dhaka,63.00,3.03,PHR,Pharmacy
BBA-1,PHR-2,,5,4.5,ban,Chittagong,Chittagong,27.00,2.2,PHR,Pharmacy
PHR-1,MIC-2,,5,5,eng-ver,Jessore,Jessore,87.00,2.04,PHR,Pharmacy
PHR-1,CSE-2,,5,4.2,ban,Jessore,Jessore,93.00,3.41,PHR,Pharmacy
PHR-1,MIC-2,,,,ban,,,93.00,2.77,PHR,Pharmacy
PHR-1,ECO-2,,5,4,ban,Dhaka,Dhaka,15.00,2.35,PHR,Pharmacy
PHR-1,MIC-2,,4.88,5,ban,Comilla,Dhaka,36.00,2.9,PHR,Pharmacy
ARC-1,PHR-2,,4.69,4.5,ban,Dhaka,Dhaka,63.00,2.02,PHR,Pharmacy
PHR-1,CSE-2,,4.94,4.4,ban,Dhaka,Dhaka,22.00,2.14,PHR,Pharmacy
APE-1,PHR-2,,5,4.6,ban,Dhaka,Dhaka,12.00,2.65,PHR,Pharmacy
PHR-1,CSE-2,,4.88,4.2,ban,Dhaka,Dhaka,117.00,2.55,PHR,Pharmacy
PHR-1,EEE-2,MIC-3,5,4.8,ban,Dhaka,Dhaka,36.00,2.47,PHR,Pharmacy
PHR-1,ECE-2,MIC-3,5,4.6,ban,Sylhet,Sylhet,51.00,2.63,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,4.8,ban,Dhaka,Dhaka,36.00,3.43,PHR,Pharmacy
PHR-1,CSE-2,ECE-3,5,5,ban,Sylhet,Sylhet,111.00,2.32,PHR,Pharmacy
PHR-1,BIO-2,EEE-3,5,4.8,ban,Dhaka,Dhaka,21.00,3.28,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,4.8,ban,Dhaka,Dhaka,34.00,3.97,PHR,Pharmacy
PHR-1,EEE-2,CSE-3,5,5,ban,Rajshahi,Rajshahi,87.00,2.14,PHR,Pharmacy
ECE-1,PHR-2,BIO-3,5,4.7,ban,Dhaka,Dhaka,120.00,2.77,PHR,Pharmacy
PHR-1,CSE-2,EEE-3,5,5,ban,Comilla,Dhaka,105.00,2.53,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,87.00,2.46,PHR,Pharmacy
PHR-1,MIC-2,ENG-3,4.56,5,ban,Dhaka,Dhaka,126.00,2.98,PHR,Pharmacy
PHR-1,ARC-2,MIC-3,5,5,ban,Dhaka,Dhaka,60.00,3.65,PHR,Pharmacy
PHR-1,MAT-2,ARC-3,5,5,ban,Dhaka,Dhaka,27.00,2,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,57.00,3.73,PHR,Pharmacy
PHR-1,ECE-2,BBA-3,5,4.9,ban,Comilla,Dhaka,60.00,3.09,PHR,Pharmacy
PHR-1,MIC-2,EEE-3,5,4.7,ban,Dhaka,Dhaka,96.00,3.66,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,90.00,2.09,PHR,Pharmacy
PHR-1,BIO-2,ECE-3,5,5,ban,Dhaka,Dhaka,60.00,2.55,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,5,ban,Dhaka,Dhaka,77.50,2.32,PHR,Pharmacy
ARC-1,PHR-2,CSE-3,5,4.6,ban,Dhaka,Dhaka,131.00,2.51,PHR,Pharmacy
PHR-1,MIC-2,BBA-3,5,5,ban,Dhaka,Dhaka,57.00,2.97,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,5,ban,Dinajpur,Dhaka,126.00,2.91,PHR,Pharmacy
ARC-1,EEE-2,PHR-3,5,5,ban,Dhaka,Dhaka,50.50,3.17,PHR,Pharmacy
ARC-1,PHR-2,CSE-3,5,4.6,ban,Chittagong,Chittagong,68.50,2.24,PHR,Pharmacy
PHR-1,MIC-2,CSE-3,5,5,ban,Dhaka,Dhaka,42.00,2.24,PHR,Pharmacy
PHR-1,ECE-2,CSE-3,5,5,ban,Dhaka,Dhaka,84.00,3.33,PHR,Pharmacy
PHR-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,81.00,3.04,PHR,Pharmacy
CSE-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,9.00,3.08,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,5,5,ban,Dhaka,Dhaka,92.50,3.69,PHR,Pharmacy
PHR-1,BBA-2,ECE-3,5,5,ban,Dhaka,Dhaka,102.00,3.17,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,5,4.7,ban,Dhaka,Dhaka,51.00,2.3,PHR,Pharmacy
PHR-1,ECE-2,CSE-3,5,5,ban,Comilla,Dhaka,165.00,2.36,PHR,Pharmacy
PHR-1,ARC-2,ANT-3,5,5,ban,Dhaka,Dhaka,45.00,2.51,PHR,Pharmacy
EEE-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,9.00,2,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,5,4.8,ban,Comilla,Comilla,15.00,2.59,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,5,ban,Rajshahi,Dhaka,48.00,3.17,PHR,Pharmacy
PHR-1,MIC-2,CS-3,3.8,4.1,ban,Dhaka,Dhaka,111.00,3.32,PHR,Pharmacy
EEE-1,CSE-2,PHR-3,5,5,ban,Dhaka,Dhaka,45.00,2.42,PHR,Pharmacy
PHR-1,EEE-2,CSE-3,5,4.9,ban,Comilla,Comilla,126.00,2.06,PHR,Pharmacy
PHR-1,EEE-2,CSE-3,4.44,4.7,ban,Dhaka,Dhaka,190.50,2.14,PHR,Pharmacy
PHR-1,MIC-2,ENG-3,5,5,ban,Rajshahi,Rajshahi,130.00,2.58,PHR,Pharmacy
PHR-1,,,5,4.9,ban,Dhaka,Dhaka,58.00,2.24,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,5,4,eng,,,9.00,3.5,PHR,Pharmacy
PHR-1,BBA-2,LLB-3,5,4.5,ban,Dhaka,Dhaka,31.50,2.38,PHR,Pharmacy
EEE-1,PHR-2,MIC-3,5,4.9,ban,Dhaka,Dhaka,18.00,2.89,PHR,Pharmacy
PHR-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,81.00,3.7,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,,,ban,,,96.00,2.54,PHR,Pharmacy
PHR-1,CSE-2,ENG-3,5,4.9,ban,Rajshahi,Rajshahi,78.00,3.42,PHR,Pharmacy
CSE-1,EEE-2,PHR-3,5,4.6,ban,Dhaka,Dhaka,54.00,3.01,PHR,Pharmacy
PHR-1,MIC-2,EEE-3,5,5,ban,Dhaka,Dhaka,24.00,2.19,PHR,Pharmacy
ARC-1,PHR-2,EEE-3,5,5,ban,Dhaka,Dhaka,15.00,2.94,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,5,4.5,ban,Jessore,Jessore,42.00,2.53,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,4.75,4.1,ban,Dhaka,Dhaka,124.00,2.35,PHR,Pharmacy
CSE-1,PHR-2,MIC-3,5,5,ban,Comilla,Comilla,48.00,2.22,PHR,Pharmacy
PHR-1,MIC-2,BBA-3,4.88,4.8,ban,Dhaka,Dhaka,108.00,2.62,PHR,Pharmacy
PHR-1,BBA-2,APE-3,5,5,ban,Dhaka,Dhaka,96.00,2.43,PHR,Pharmacy
CSE-1,PHR-2,ECE-3,4.88,4.9,ban,Dhaka,Dhaka,63.00,3.51,PHR,Pharmacy
EEE-1,CSE-2,PHR-3,5,5,ban,Sylhet,Sylhet,99.00,2.89,PHR,Pharmacy
CSE-1,EEE-2,PHR-3,5,5,ban,Dhaka,Dhaka,18.00,2.26,PHR,Pharmacy
CSE-1,EEE-2,PHR-3,5,5,ban,Dhaka,Dhaka,111.00,2.88,PHR,Pharmacy
EEE-1,CSE-2,PHR-3,5,4.1,ban,Dhaka,Dhaka,114.00,2.39,PHR,Pharmacy
CSE-1,PHR-2,CS-3,5,4.8,ban,Comilla,Comilla,36.00,2.81,PHR,Pharmacy
PHR-1,CSE-2,ENG-3,5,5,ban,Dhaka,Dhaka,111.00,2.11,PHR,Pharmacy
PHR-1,BBA-2,CSE-3,4.88,4.7,ban,Dhaka,Dhaka,51.00,2.51,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,4.28,,eng,,,58.00,2.55,PHR,Pharmacy
ECO-1,BBA-2,PHR-3,5,4.8,ban,Dinajpur,Dinajpur,124.00,2.64,PHR,Pharmacy
CSE-1,ARC-2,PHR-3,5,5,ban,Dhaka,Dhaka,33.00,2.51,PHR,Pharmacy
PHR-1,EEE-2,CSE-3,4.75,4.2,ban,Dhaka,Dhaka,15.00,2.22,PHR,Pharmacy
PHR-1,ARC-2,EEE-3,4.75,5,ban,Dhaka,Dhaka,39.00,2.38,PHR,Pharmacy
PHR-1,EEE-2,ECE-3,,,ban,Dhaka,Dhaka,12.00,2.9,PHR,Pharmacy
PHR-1,BIO-2,EEE-3,,,ban,,,81.00,3.19,PHR,Pharmacy
ECE-1,PHR-2,BBA-3,5,4.7,ban,Chittagong,Chittagong,137.50,2.45,PHR,Pharmacy
ARC-1,BBA-2,PHR-3,3.88,3.4,ban,Dhaka,Dhaka,18.00,3.96,PHR,Pharmacy
PHR-1,EEE-2,CSE-3,4.81,5,ban,Jessore,Jessore,18.00,3.85,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,5,ban,Rajshahi,Rajshahi,87.00,3.31,PHR,Pharmacy
PHR-1,BIO-2,ARC-3,4.2,3,eng,,,130.00,2.95,PHR,Pharmacy
CSE-1,EEE-2,PHR-3,5,4.8,ban,Dhaka,Dhaka,32.50,3.29,PHR,Pharmacy
PHR-1,CSE-2,ECE-3,5,4.8,ban,Dhaka,Dhaka,114.00,2.23,PHR,Pharmacy
ARC-1,PHR-2,MIC-3,4.85,4.5,eng,,,142.00,2.08,PHR,Pharmacy
PHR-1,BIO-2,BBA-3,5,5,ban,Rajshahi,Rajshahi,44.50,2.38,PHR,Pharmacy
BIO-1,MIC-2,ANT-3,5,4.9,ban,Dhaka,Dhaka,78.00,3.49,PHR,Pharmacy
ARC-1,APE-2,EEE-3,5,5,ban,Comilla,Dhaka,66.00,3.87,PHR,Pharmacy
EEE-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,120.00,3.92,PHR,Pharmacy
PHR-1,MIC-2,,4.44,4.2,ban,Dhaka,Dhaka,130.00,2.52,PHR,Pharmacy
PHR-1,ECE-2,MIC-3,5,5,ban,Dhaka,Dhaka,75.00,3.89,PHR,Pharmacy
PHR-1,CSE-2,MIC-3,5,5,ban,Dhaka,Dhaka,129.50,2.29,PHR,Pharmacy
PHR-1,EEE-2,ARC-3,5,4.6,ban,Dhaka,Dhaka,36.00,2.04,PHR,Pharmacy
EEE-1,BBA-2,PHR-3,5,4.3,ban,Dhaka,Dhaka,15.00,2.88,PHR,Pharmacy
ARC-1,PHR-2,BBA-3,5,5,ban,Dhaka,Dhaka,204.00,2.64,PHR,Pharmacy
PHR-1,MIC-2,BIO-3,5,4.5,eng,,,96.00,3.63,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,5,4.2,ban,Dhaka,Dhaka,72.00,3.95,PHR,Pharmacy
CSE-1,EEE-2,PHR-3,5,5,ban,Dhaka,Dhaka,123.00,2.42,PHR,Pharmacy
ARC-1,CSE-2,PHR-3,5,4.8,ban,Dhaka,Dhaka,18.00,2.79,PHR,Pharmacy
CSE-1,ARC-2,PHR-3,4.31,3.8,ban,Dhaka,Dhaka,18.00,3.06,PHR,Pharmacy
PHR-1,MIC-2,CS-3,5,4.8,ban,Dhaka,Dhaka,120.00,2.96,PHR,Pharmacy
PHR-1,,,4.2,3.5,eng,,,75.00,2.41,PHR,Pharmacy
PHR-1,BIO-2,MIC-3,4.69,4.4,ban,Rajshahi,Rajshahi,18.00,2.8,PHR,Pharmacy
CSE-1,ARC-2,PHR-3,5,5,ban,Jessore,Dhaka,57.00,2.44,PHR,Pharmacy
PHR-1,CS-2,EEE-3,5,4.8,ban,Rajshahi,Dhaka,136.00,2.25,PHR,Pharmacy
PHR-1,BBA-2,PHY-3,5,5,ban,Dhaka,Dhaka,15.00,2.65,PHR,Pharmacy
PHR-1,MIC-2,APE-3,5,5,ban,Dhaka,Dhaka,136.00,2.57,PHR,Pharmacy
PHR-1,APE-2,CSE-3,5,5,ban,Dinajpur,Dinajpur,24.00,2.65,PHR,Pharmacy
EEE-1,CSE-2,PHR-3,5,4.5,ban,Rajshahi,Rajshahi,15.00,3.2,PHR,Pharmacy
ARC-1,MIC-2,PHR-3,5,5,ban,Dhaka,Dhaka,36.00,2.22,PHR,Pharmacy
PHR-1,MIC-2,ENG-3,5,5,ban,Dhaka,Dhaka,96.00,2.51,PHR,Pharmacy
PHR-1,MIC-2,CSE-3,5,4.8,ban,Dhaka,Dhaka,15.00,2.83,PHR,Pharmacy
PHR-1,CSE-2,MIC-3,5,5,eng,,,15.00,3.65,PHR,Pharmacy
PHR-1,EEE-2,,5,4.8,ban,Dhaka,Dhaka,18.00,2.28,PHR,Pharmacy
PHR-1,CSE-2,EEE-3,5,5,ban,Dhaka,Dhaka,33.00,2.47,PHR,Pharmacy
CSE-1,ECE-2,PHR-3,4.31,5,ban,Dhaka,Dhaka,27.00,2.39,PHR,Pharmacy
